actor_id,case_id,record_status,coding_version,coder,date_coded,actor_label,identity_resolution,role_layer,victim_facing_function,financial_function,function_assignment_basis,role_primary,role_secondary,conduct_assessed,direct_victim_contact,attribution_basis_primary,attribution_basis_secondary,attribution_strength,attribution_limitations,alternative_explanation,source_ids,relationship_note
SEIAI-0017-A02,SEIAI-0017,reviewed,0.2.0,Hamzah,2026-09-04,Applicant-linked device/account actor,identified,hybrid,no,yes,paper functional override: financial conduct,bank_account_controller,sim_or_device_user,Alleged downstream operation or association with a device/account used in the financial and communications network.,no,device_possession_or_forensics,bank_account_or_money_flow,moderate,Device/account evidence supports downstream involvement but does not establish that this actor spoke to the complainant or created the fake court communication.,Association with an account/device may reflect a narrower role than victim-facing operation.,SRC-SEIAI-0017-01,Role-specific separation prevents the device/account link from becoming caller attribution.
SEIAI-0017-A03,SEIAI-0017,reviewed,0.2.0,Hamzah,2026-09-04,Second-layer beneficiary-account cluster,actor_cluster,financial,no,yes,Atlas financial layer,bank_account_controller,money_mule,Receiving and moving the complainant’s transferred funds through multiple downstream accounts.,no,bank_account_or_money_flow,documentary_record,limited,The public material supports the existence of downstream accounts but does not establish the knowledge or control of every account-linked person.,Some accounts may have served as mule/intermediary accounts without their holders operating the digital-arrest deception.,SRC-SEIAI-0017-01,Cluster-level record for the seven-account financial layer.
SEIAI-0018-A01,SEIAI-0018,reviewed,0.2.0,Hamzah,2026-09-04,Equity Hub 41 / ACT ALPHA victim-facing operator(s),unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,platform_account_operator,"Operating the WhatsApp group, posing as investment experts/ACT ALPHA representatives, borrowing SEBI legitimacy and inducing repeated investments.",yes,witness_or_statement,message_or_email_content,unclear,The source gives a detailed victim narrative but does not identify who controlled the victim-facing accounts/personas.,,SRC-SEIAI-0018-01,Victim-facing layer remains distinct from the petitioners’ account-use allegations.
SEIAI-0018-A02,SEIAI-0018,reviewed,0.2.0,Hamzah,2026-09-04,ACT ALPHA investment-platform operator(s),unknown,technical,no,no,no paper-specific evidence assigning either primary function,technical_infrastructure_operator,platform_account_operator,Operating the purported investment platform/interface that displayed allocations/returns and supported the investment pretext.,unknown,documentary_record,unclear,not_assessed,"The bail material does not provide provider, hosting, device or operator-control evidence for the platform.",,SRC-SEIAI-0018-01,Technical control cannot yet be assessed.
SEIAI-0018-A03,SEIAI-0018,reviewed,0.2.0,Hamzah,2026-09-04,Petitioner-linked account-use actor cluster,actor_cluster,financial,no,yes,Atlas financial layer,account_provider,bank_account_controller,Allegedly opening or permitting use of accounts through which portions of cheated funds were routed.,no,bank_account_or_money_flow,documentary_record,limited,The High Court described the allegation mainly as permitting use of accounts and noted no material of personal withdrawal/direct pecuniary benefit; this does not establish victim-facing inducement.,The petitioners argued that accounts were opened at another person’s instigation and operated by others.,SRC-SEIAI-0018-01,Actor-cluster row reflects similar alleged account-facilitation conduct across the petitioners.
SEIAI-0019-A01,SEIAI-0019,reviewed,0.2.0,Hamzah,2026-09-04,Franklin Templeton/A13 group impersonation operator(s),partially_identified,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,platform_account_operator,Operating the WhatsApp investment group while impersonating Franklin Templeton personnel and inducing the complainant to invest.,yes,witness_or_statement,message_or_email_content,unclear,The reviewed public material does not identify the human operators behind the WhatsApp identities.,,SRC-SEIAI-0019-01,Victim-facing operators are distinct from the NGO-linked recipient account. v0.2.0 identity-resolution correction: named applicant is actor-specifically linked in the source to adding/impersonating the complainant within the fraudulent WhatsApp group; partially identified does not imply guilt.
SEIAI-0019-A02,SEIAI-0019,reviewed,0.2.0,Hamzah,2026-09-04,SENDS INV application operator(s),unknown,technical,no,no,no paper-specific evidence assigning either primary function,technical_infrastructure_operator,platform_account_operator,Operating or controlling the SENDS INV investment application/interface used in the fraudulent investment workflow.,unknown,documentary_record,unclear,not_assessed,"No operator-side platform, device or provider records are described that identify the person controlling the application.",,SRC-SEIAI-0019-01,"Could overlap with the WhatsApp operators, but no such inference is made."
SEIAI-0019-A03,SEIAI-0019,reviewed,0.2.0,Hamzah,2026-09-04,NGO-linked beneficiary-account actor,identified,financial,no,yes,Atlas financial layer,bank_account_controller,intermediary,"Alleged association/control of an NGO bank account that received INR 975,000 from the focal complainant and allegedly received commission from cyber-fraud proceeds.",no,bank_account_or_money_flow,documentary_record,moderate,"Direct financial linkage supports a downstream account role but does not establish operation of the Franklin Templeton identity, group or application.",The account was jointly operated by NGO office bearers and the actor disputed knowledge of the broader fraud.,SRC-SEIAI-0019-01,The account-control/knowledge question remains distinct from the victim-facing deception.
SEIAI-0020-A01,SEIAI-0020,reviewed,0.2.0,Hamzah,2026-09-04,Multi-agency WhatsApp impersonation operator(s),actor_cluster,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,"Impersonating telecom/police/ED/CBI authorities, using forged notices and continuous video surveillance, eliciting account information and directing the family’s transfers.",yes,witness_or_statement,message_or_email_content,unclear,"The source itself notes no material tying the downstream applicant to the victim-facing WhatsApp calls, forged documents or direct inducement; the original operators remain unresolved.",,SRC-SEIAI-0020-01,Victim-facing layer is deliberately separated from account/OTP facilitation.
SEIAI-0020-A02,SEIAI-0020,reviewed,0.2.0,Hamzah,2026-09-04,Amigo Marine account/OTP facilitation actor,identified,hybrid,no,yes,paper functional override: financial conduct,bank_account_controller,sim_or_device_user,Alleged control/operation of the Amigo Marine Services bank account and forwarding of transaction OTPs to co-accused to enable movement of funds.,no,multiple_independent_sources,cdr_or_telecom_record,moderate,"OTP forwarding, account association, repeated CDR contact and seized-device evidence support a downstream facilitation role but not original impersonation conduct.",The evidence may establish financial facilitation without proving participation in the initial social-engineering interaction; knowledge and intent remain trial issues.,SRC-SEIAI-0020-01,Key example where a strong association to financial/communication infrastructure must not be converted into caller attribution.
SEIAI-0020-A03,SEIAI-0020,reviewed,0.2.0,Hamzah,2026-09-04,Downstream fund-siphoning actor cluster,actor_cluster,financial,no,yes,Atlas financial layer,intermediary,cashout_actor,"Receiving, routing or siphoning funds from the account layer after transfer/OTP facilitation.",no,bank_account_or_money_flow,co_accused_link,limited,"The reviewed source describes co-accused financial movement but does not fully decompose each downstream person’s control, knowledge or cash-out conduct.",Some participants may have occupied narrower intermediary roles.,SRC-SEIAI-0020-01,"Cluster retained only at the downstream financial layer, not as a proxy for the original social-engineering team."
SEIAI-0021-A01,SEIAI-0021,reviewed,0.2.0,Hamzah,2026-09-04,Daiwa-branded phone/WhatsApp/Telegram operator(s),unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,"Impersonating Daiwa Securities personnel across phone, WhatsApp and Telegram and inducing the complainant to make repeated investments.",yes,witness_or_statement,message_or_email_content,unclear,The source reconstructs the inducement but does not identify the human operators behind the Daiwa-branded identities.,,SRC-SEIAI-0021-01,Victim-facing operation remains separate from beneficiary-account use.
SEIAI-0021-A02,SEIAI-0021,reviewed,0.2.0,Hamzah,2026-09-04,m.dwa-ai.com / investment-interface operator(s),unknown,technical,no,no,no paper-specific evidence assigning either primary function,technical_infrastructure_operator,platform_account_operator,Operating the purported investment website/interface used to display and manage the fraudulent investment workflow.,unknown,documentary_record,unclear,not_assessed,The reviewed material does not provide provider-side or device-control evidence identifying the website operator.,,SRC-SEIAI-0021-01,Could overlap with the victim-facing group operators; no identity equivalence is inferred.
SEIAI-0021-A03,SEIAI-0021,reviewed,0.2.0,Hamzah,2026-09-04,Applicant business-account receipt/cash-out actor,identified,financial,no,yes,Atlas financial layer,cashout_actor,bank_account_controller,"Receiving a portion of the cheated funds in a business account, transferring funds onward and carrying out/being linked to rapid cash withdrawals as described in the bail record.",no,bank_account_or_money_flow,financial_withdrawal_or_cashout,moderate,"The narrow financial conduct is materially supported, but the source does not establish that this actor induced the complainant or operated the Daiwa identities.",The actor argued the business account was legitimate and merely used by fraudsters.,SRC-SEIAI-0021-01,Actor-level score is moderate for receipt/onward movement/cash-out conduct even though the incident-level attribution remains limited for broader participation.
SEIAI-0022-A01,SEIAI-0022,reviewed,0.2.0,Hamzah,2026-09-04,“Chaya P” Telegram recruiter/operator,unknown,victim_facing,yes,no,Atlas victim_facing layer,recruiter,social_engineering_operator,"Offering work-from-home review/rating work on Telegram, building trust with a no-fee promise/initial earnings and escalating the victim into deposits.",yes,witness_or_statement,message_or_email_content,unclear,“Chaya P” is a reported persona and the public source does not resolve the human operator behind it.,,SRC-SEIAI-0022-01,Persona label is not treated as verified identity.
SEIAI-0022-A02,SEIAI-0022,reviewed,0.2.0,Hamzah,2026-09-04,“Global” task-system operator(s),unknown,technical,no,no,no paper-specific evidence assigning either primary function,platform_account_operator,technical_infrastructure_operator,"Operating the registration/task/earnings interface through which bonuses, displayed balances and withdrawal conditions were presented.",unknown,documentary_record,unclear,not_assessed,The source documents the interface but not its human or technical operator through provider/device evidence.,,SRC-SEIAI-0022-01,"May overlap with the recruiter, but the source does not establish this."
SEIAI-0022-A03,SEIAI-0022,reviewed,0.2.0,Hamzah,2026-09-04,Account/SIM supply and routing actor,identified,financial,no,yes,Atlas financial layer,account_provider,sim_or_device_user,Allegedly supplying his own and other people’s bank accounts and linked SIMs for receipt and routing of cheated amounts.,no,bank_account_or_money_flow,sim_or_subscriber_record,moderate,"The account/SIM facilitation evidence supports a downstream financial role, not design or operation of the Telegram recruitment/task workflow.",A financial-facilitation role could be narrower than knowledge of or participation in the complete social-engineering scheme.,SRC-SEIAI-0022-01,This role maps closely to the existing incident-level attribution target.
SEIAI-0023-A01,SEIAI-0023,reviewed,0.2.0,Hamzah,2026-09-04,COS Telegram recruitment/task operator(s),unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,recruiter,"Recruiting the victim through Telegram/COS, using social proof and a successful initial withdrawal to induce repeated much larger task/investment transfers.",yes,witness_or_statement,message_or_email_content,unclear,The victim-facing sequence is detailed but the human operator(s) behind the Telegram/COS identities are not identified.,,SRC-SEIAI-0023-01,Victim-facing role is separable from the bail applicant’s undeveloped alleged role.
SEIAI-0023-A02,SEIAI-0023,reviewed,0.2.0,Hamzah,2026-09-04,COS investment/task interface operator(s),unknown,technical,no,no,no paper-specific evidence assigning either primary function,platform_account_operator,technical_infrastructure_operator,Operating the COS task/investment interface that displayed earnings and later conditioned withdrawal on an additional VIP secure-transfer payment.,unknown,documentary_record,unclear,not_assessed,The reviewed source provides no developed platform/provider/device control evidence identifying the operator.,,SRC-SEIAI-0023-01,Could overlap with the Telegram actors but no inference is made.
SEIAI-0023-A03,SEIAI-0023,reviewed,0.2.0,Hamzah,2026-09-04,Bail applicant with insufficiently specified role,identified,unknown,no,no,no paper-specific evidence assigning either primary function,unknown_role,,Alleged participation in the charged network underlying the bail proceeding.,unknown,unclear,,unclear,The public bail order contains little applicant-specific evidentiary detail and does not permit a granular operational role assignment.,The applicant was not named in the FIR and asserted false implication.,SRC-SEIAI-0023-01,Unknown-role coding prevents the judicial fact of prosecution from being mistaken for evidence of a particular cybercrime function.
SEIAI-0024-A01,SEIAI-0024,reviewed,0.2.0,Hamzah,2026-09-04,Fake Bajaj Finance HR recruiter,unknown,victim_facing,yes,no,Atlas victim_facing layer,recruiter,social_engineering_operator,"Impersonating Bajaj Finance HR on WhatsApp, offering part-time work and moving the victim into the Telegram task workflow.",yes,witness_or_statement,message_or_email_content,unclear,The HR identity is a reported persona; the human operator is not identified in the reviewed public material.,,SRC-SEIAI-0024-01,Initial recruitment stage is separated from the later Telegram task-operation stage.
SEIAI-0024-A02,SEIAI-0024,reviewed,0.2.0,Hamzah,2026-09-04,Telegram receptionist/tutor/task operator cluster,actor_cluster,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,platform_account_operator,"Operating multiple Telegram task personas/groups, paying small real amounts, assigning review/merchant/welfare tasks and escalating deposit requirements.",yes,witness_or_statement,message_or_email_content,unclear,The public order reconstructs several online personas but does not resolve which humans controlled them or whether one person controlled multiple identities.,,SRC-SEIAI-0024-01,Cluster avoids treating each persona name as a distinct verified person.
SEIAI-0024-A03,SEIAI-0024,reviewed,0.2.0,Hamzah,2026-09-04,Applicant-linked beneficiary-account actor,identified,financial,no,yes,Atlas financial layer,bank_account_controller,intermediary,"Alleged receipt of INR 35,000 from the complainant in the actor’s account as part of the downstream payment chain.",no,bank_account_or_money_flow,documentary_record,limited,Direct receipt supports a financial association but does not establish authorship of the Bajaj/Telegram communications or knowledge of the complete fraud.,Account receipt can reflect a narrower downstream role; the actor disputed culpable involvement.,SRC-SEIAI-0024-01,Kept at limited because the reviewed source does not supply a stronger knowledge/control chain for the overall scheme.
SEIAI-0025-A01,SEIAI-0025,reviewed,0.2.0,Hamzah,2026-09-04,Facebook/Telegram hotel-rating task operator(s),actor_cluster,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,recruiter,"Moving the victim from a Facebook advertisement into Telegram hotel-rating/investment tasks, using successful small returns and a false account-freeze problem to induce escalating deposits.",yes,witness_or_statement,message_or_email_content,unclear,The source reconstructs the online task identities but does not identify the human operators behind them.,,SRC-SEIAI-0025-01,The task operators are distinct from the alleged account-procurement layer.
SEIAI-0025-A02,SEIAI-0025,reviewed,0.2.0,Hamzah,2026-09-04,Bank-account/ATM/mobile procurement actor,identified,financial,no,yes,Atlas financial layer,account_provider,intermediary,"Allegedly arranging bank accounts, ATM cards and linked mobile numbers for use by the fraud network.",no,bank_account_or_money_flow,co_accused_link,moderate,The public evidence supports an account-procurement/facilitation allegation but does not establish direct operation of the Facebook ad or Telegram task identities.,The actor disputed involvement and relied on the documentary nature of the transactions.,SRC-SEIAI-0025-01,"Role is financial infrastructure, not victim-facing social engineering."
SEIAI-0025-A03,SEIAI-0025,reviewed,0.2.0,Hamzah,2026-09-04,Beneficiary-account network,actor_cluster,financial,no,yes,Atlas financial layer,bank_account_controller,money_mule,Receiving and routing the victim’s staged payments through accounts supplied to or used by the scheme.,no,bank_account_or_money_flow,documentary_record,limited,The record supports a downstream account layer but does not establish the knowledge or operational role of every account holder.,Some accounts may have served as mule/intermediary infrastructure.,SRC-SEIAI-0025-01,Cluster records the financial layer without converting account receipt into identity of the social-engineering operators.
SEIAI-0026-A01,SEIAI-0026,reviewed,0.2.0,Hamzah,2026-09-04,Alleged Army-Major relationship operator,identified,hybrid,yes,no,paper functional override: victim-facing conduct,social_engineering_operator,victim_facing_operator,"Allegedly presenting himself as an Army Major, using military status and a marriage/relationship pretext to build trust and induce transfer of money/property.",yes,multiple_independent_sources,witness_or_statement,moderate,"The complainant narrative, CDR and recovered uniform/device material provide multiple links, but the source is a bail-stage record and the alleged impersonation remains subject to trial.",The actor alleged false implication and disputed the circumstances of arrest/investigation.,SRC-SEIAI-0026-01,"Unlike many Atlas cases, the alleged victim-facing operator is an identified person, but adjudication is incomplete."
SEIAI-0026-A02,SEIAI-0026,reviewed,0.2.0,Hamzah,2026-09-04,Alleged financial receipt/ATM-use actor,identified,financial,no,yes,Atlas financial layer,cashout_actor,bank_account_controller,"Allegedly receiving the INR 400,000 transfer and/or using the complainant’s ATM card for additional withdrawals within the relationship-based scheme.",yes,bank_account_or_money_flow,cdr_or_telecom_record,moderate,"The source describes financial exploitation tied to the same identified actor, but exact ATM/device evidence and total loss beyond the normalized INR 400,000 remain incomplete at bail stage.",The actor disputed the complainant’s allegations and criminal intent.,SRC-SEIAI-0026-01,"Same human as A01, represented separately because financial use is distinct conduct with a different evidentiary basis."
SEIAI-0027-A01,SEIAI-0027,reviewed,0.2.0,Hamzah,2026-09-04,Convicted relationship-deception and coercion actor,identified,hybrid,yes,no,paper functional override: victim-facing conduct,social_engineering_operator,platform_account_operator,"Initiating/persisting in Facebook contact, making false employment/marriage representations, moving the relationship to WhatsApp, recording intimate material and later using it for coercion/threats.",yes,multiple_independent_sources,device_possession_or_forensics,strong,"Attribution is unusually strong because the final appellate judgment upheld conviction after detailed consideration of seized devices, FSL extraction/authenticity, victim evidence and defence challenges; the Atlas still limits the claim to adjudicated conduct.","The defence challenged consent, electronic-evidence integrity/Section 65B and possible manipulation; those arguments were rejected by the appellate court.",SRC-SEIAI-0027-01,One actor-role row is sufficient because the adjudicated evidence links the same identified appellant across the relationship and coercive digital conduct.
SEIAI-0028-A01,SEIAI-0028,reviewed,0.2.0,Hamzah,2026-09-04,Alleged Army-officer matrimonial persona actor,identified,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,"Allegedly presenting himself as an Army officer/former officer, using uniform photos/videos, property/business representations and marriage intent to build trust.",yes,witness_or_statement,documentary_record,unclear,Core deception/relationship issues were left for trial; RFSL analysis was incomplete and the source contains competing accounts of the relationship.,The actor characterized the matter as a civil/relationship dispute and disputed criminal intent.,SRC-SEIAI-0028-01,"Identity of the person is known, but whether the professional/matrimonial representations constituted the alleged deception remains unresolved."
SEIAI-0028-A02,SEIAI-0028,reviewed,0.2.0,Hamzah,2026-09-04,Relationship-linked money-request/recipient actor,identified,financial,yes,yes,Atlas financial layer; paper functional override: victim-facing conduct,intermediary,bank_account_controller,Requesting and receiving money during the relationship for alleged hotel/business needs as described in the complaint/status reports.,yes,bank_account_or_money_flow,witness_or_statement,limited,"The public source contains a material conflict between INR 815,000 alleged in the complaint and INR 415,000 in the police status report, with the latter reportedly returned; receipt alone does not establish fraudulent intent.",The actor said money was repaid and characterized the dispute as non-criminal.,SRC-SEIAI-0028-01,Separated from Army-identity attribution because financial transfer evidence and deceptive-intent evidence are different questions.
SEIAI-0029-A01,SEIAI-0029,reviewed,0.2.0,Hamzah,2026-09-04,Unknown OLX/WhatsApp marketplace operator,unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,"Presenting as an OLX counterparty, moving the interaction to WhatsApp, using a nominal INR 5 credit as a trust signal and inducing the UPI/scan-code interaction preceding four unauthorized debits.",yes,witness_or_statement,documentary_record,not_assessed,The consumer adjudication reconstructs the manipulation but does not identify or attribute the interaction to a named offender or provide offender-side platform/device records.,"The bank argued customer negligence/authorization, while the Commission found the complainant had not shared OTP or bank-account details and had reported promptly.",SRC-SEIAI-0029-01,Offender identity was outside the adjudication’s primary bank-liability question.
SEIAI-0029-A02,SEIAI-0029,reviewed,0.2.0,Hamzah,2026-09-04,Unknown UPI transaction-beneficiary/controller actor(s),unknown,financial,no,yes,Atlas financial layer,bank_account_controller,intermediary,"Receiving or controlling the destination side of the four unauthorized UPI debits totalling INR 64,000.",no,bank_account_or_money_flow,,not_assessed,The reviewed decision does not provide sufficient beneficiary/control evidence to identify a human operator or connect the transaction destination to the OLX/WhatsApp persona.,,SRC-SEIAI-0029-01,"Created to preserve the distinction between the person who manipulated the victim and the person/entity controlling the transaction destination, even though both remain unresolved."
SEIAI-0030-A01,SEIAI-0030,reviewed,0.2.0,Hamzah,2026-09-04,Microsoft/Amazon tech-support call-centre agents,actor_cluster,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,"Posing as Microsoft/Amazon support staff, claiming victim computers/identities were compromised, inducing remote-access installation and directing transfers to purported Federal Reserve safety accounts.",yes,multiple_independent_sources,documentary_record,moderate,"The source describes an organised call-centre pattern and corroborative investigative material, but does not map every victim interaction/session to a specific agent and remains a pre-trial/PMLA-stage record.",,SRC-SEIAI-0030-01,Cluster-level attribution to the alleged call-centre operation is stronger than attribution to any specific agent/victim interaction.
SEIAI-0030-A02,SEIAI-0030,reviewed,0.2.0,Hamzah,2026-09-04,Pop-up/VoIP/remote-access infrastructure operator(s),actor_cluster,technical,no,no,no paper-specific evidence assigning either primary function,technical_infrastructure_operator,platform_account_operator,"Operating or facilitating fake pop-ups, VoIP support routing and TeamViewer/AnyDesk remote-access infrastructure used by the scheme.",no,multiple_independent_sources,ip_or_login_record,moderate,"IPDR/FBI and search material support the infrastructure layer, but the public order does not provide a complete human-by-infrastructure mapping or final adjudication.",,SRC-SEIAI-0030-01,Technical layer may overlap with call-centre staff/management but is coded separately because the conduct and evidence differ.
SEIAI-0030-A03,SEIAI-0030,reviewed,0.2.0,Hamzah,2026-09-04,Applicant-linked organisational leadership/beneficiary actor,identified,organisational,no,yes,paper functional override: financial conduct,organiser,coordinator,Alleged leadership/beneficiary role in the organised call-centre and associated laundering network.,unknown,multiple_independent_sources,bank_account_or_money_flow,moderate,"The source describes an anticipatory-bail/PMLA allegation supported by multiple investigative/financial strands, but does not finally adjudicate the actor’s exact operational role or personal handling of victim calls.",The actor contested ED allegations; abscondence/proclamation findings do not substitute for adjudication of substantive fraud conduct.,SRC-SEIAI-0030-01,Organisational attribution is deliberately narrower than saying the actor personally executed the victim-facing calls.
SEIAI-0030-A04,SEIAI-0030,reviewed,0.2.0,Hamzah,2026-09-04,International laundering/financial-routing actor network,actor_cluster,financial,no,yes,Atlas financial layer,intermediary,bank_account_controller,"Routing alleged fraud proceeds through shell entities/accounts, Hong Kong-linked accounts, cryptocurrency and hawala channels described in the investigation.",no,bank_account_or_money_flow,multiple_independent_sources,moderate,The public source describes a layered financial trail but does not resolve the culpability or control of every account/entity/person in the routing chain.,Different intermediaries may have had different knowledge and functions within the wider financial network.,SRC-SEIAI-0030-01,Cluster is analytical and does not imply every linked account/entity performed the same role.
SEIAI-0031-A01,SEIAI-0031,reviewed,0.2.0,Hamzah,2026-09-04,Family-impersonation caller(s),unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,Operating the false Canada-family identity and successive emergency pretexts used to solicit transfers.,yes,witness_or_statement,message_or_email_content,unclear,The complaint reconstructs the caller conduct but the public order does not identify the human operator behind the numbers/WhatsApp accounts.,,SRC-SEIAI-0031-01,"May overlap with financial actors, but the source does not establish that overlap."
SEIAI-0031-A02,SEIAI-0031,reviewed,0.2.0,Hamzah,2026-09-04,Beneficiary and payment-routing network,actor_cluster,financial,no,yes,Atlas financial layer,bank_account_controller,money_mule,"Receiving/routing the complainant’s repeated transfers through multiple bank, UPI and wallet destinations.",no,bank_account_or_money_flow,documentary_record,limited,The complaint identifies payment destinations but the bail order does not develop account-holder knowledge/control for each destination or connect them to the original caller.,Some account-linked persons may have acted only as downstream recipients or intermediaries.,SRC-SEIAI-0031-01,Separated from victim-facing family impersonation.
SEIAI-0031-A03,SEIAI-0031,reviewed,0.2.0,Hamzah,2026-09-04,Petitioner linked through recovered devices/payment artefacts,identified,hybrid,no,uncertain,paper boundary: focal financial linkage incomplete,sim_or_device_user,intermediary,"Alleged downstream participation reflected by recovered phones, SIM cards and ATM cards and a co-accused disclosure.",unknown,device_possession_or_forensics,co_accused_link,limited,The source does not explain an incident-specific forensic link from the recovered artefacts to the complainant’s calls or prove operation of the family persona.,Recovered artefacts may support a narrower facilitation role.,SRC-SEIAI-0031-01,Conduct is deliberately narrower than “committed the scam”.
SEIAI-0032-A01,SEIAI-0032,reviewed,0.2.0,Hamzah,2026-09-04,KYC-update impersonation caller,unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,Posing as a bank/KYC representative and eliciting authentication/account information.,yes,witness_or_statement,,unclear,The consumer order establishes the interaction but does not identify the caller or link a number/device to a human operator.,,SRC-SEIAI-0032-01,
SEIAI-0032-A02,SEIAI-0032,reviewed,0.2.0,Hamzah,2026-09-04,Internet-banking authentication/session operator,unknown,technical,no,yes,paper functional override: financial conduct,platform_account_operator,technical_infrastructure_operator,"Using compromised authentication information to create/operate internet-banking access, register payees and execute transfers.",no,ip_or_login_record,documentary_record,unclear,"Detailed bank-side authentication records reconstruct the session, but the human operator/device/IP attribution is not resolved in the public judgment.",,SRC-SEIAI-0032-01,
SEIAI-0032-A03,SEIAI-0032,reviewed,0.2.0,Hamzah,2026-09-04,Recipient/payee account layer,actor_cluster,financial,no,yes,Atlas financial layer,bank_account_controller,intermediary,"Receiving the two major transfers of INR 200,000 and INR 198,000.",no,bank_account_or_money_flow,documentary_record,limited,"The recipient accounts are identified in the banking record, but the judgment does not establish who controlled them for the fraud or whether the holders operated the KYC call.",,SRC-SEIAI-0032-01,Financial association only.
SEIAI-0033-A01,SEIAI-0033,reviewed,0.2.0,Hamzah,2026-09-04,Fake Paytm support caller,unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,Calling back after the victim’s Google-sourced support attempt and impersonating Paytm customer support during the unauthorized-debit event.,yes,witness_or_statement,,unclear,No telecom/device evidence in the public order identifies the callback caller.,,SRC-SEIAI-0033-01,
SEIAI-0033-A02,SEIAI-0033,reviewed,0.2.0,Hamzah,2026-09-04,Proprietorship account recipient,identified,financial,no,yes,Atlas financial layer,bank_account_controller,intermediary,"Receiving the focal INR 50,000 cheated amount in a proprietorship account associated with the petitioner.",no,bank_account_or_money_flow,documentary_record,moderate,"The receipt/account association is directly documented and not disputed, but knowledge of the fraud and any role in the support call/mobile compromise are not established.",The petitioner said the credit occurred without his knowledge and was later returned.,SRC-SEIAI-0033-01,Financial role is separated from caller authorship.
SEIAI-0034-A01,SEIAI-0034,reviewed,0.2.0,Hamzah,2026-09-04,Fake Amazon support operator,unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,Operating the redirected customer-support interaction preceding the five unauthorized debits.,yes,witness_or_statement,,unclear,The consumer appeal does not identify the human support caller or the precise compromise step.,,SRC-SEIAI-0034-01,
SEIAI-0034-A02,SEIAI-0034,reviewed,0.2.0,Hamzah,2026-09-04,Unknown transaction/beneficiary operator,unknown,financial,no,yes,Atlas financial layer,bank_account_controller,unknown_role,"Causing or receiving five INR 20,000 transactions from the complainant’s SBI account.",no,bank_account_or_money_flow,,not_assessed,The appellate consumer decision does not provide offender-side beneficiary/account-control evidence sufficient to assess a human role.,,SRC-SEIAI-0034-01,Liability dispute is not offender attribution.
SEIAI-0035-A01,SEIAI-0035,reviewed,0.2.0,Hamzah,2026-09-04,Initial sexual-video lure operator,unknown,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,Initiating and recording the private WhatsApp video interaction used to create coercive material.,yes,witness_or_statement,message_or_email_content,unclear,The unknown woman/persona is not human-attributed in the reviewed order.,,SRC-SEIAI-0035-01,
SEIAI-0035-A02,SEIAI-0035,reviewed,0.2.0,Hamzah,2026-09-04,Fake police/YouTube extortion caller cluster,actor_cluster,victim_facing,yes,no,Atlas victim_facing layer,social_engineering_operator,victim_facing_operator,"Impersonating police/YouTube personnel, threatening publication/false criminal consequences and demanding money.",yes,cdr_or_telecom_record,witness_or_statement,unclear,CDR/location evidence reconstructs a caller cluster but does not assign every persona/call to a specific human operator.,,SRC-SEIAI-0035-01,
SEIAI-0035-A03,SEIAI-0035,reviewed,0.2.0,Hamzah,2026-09-04,Soukin-linked SIM/device and receiving-account role,identified,hybrid,no,yes,paper functional override: financial conduct,sim_or_device_user,bank_account_controller,"Alleged use/association of a mobile number linked through IMEI/SIM analysis and to an account that received INR 400,000 from the complainant.",unknown,multiple_independent_sources,bank_account_or_money_flow,moderate,The bail-stage record provides corroborated device/subscriber/account linkage but does not prove that this actor performed each victim-facing extortion call.,,SRC-SEIAI-0035-01,Role-specific prima facie linkage only.
SEIAI-0035-A04,SEIAI-0035,reviewed,0.2.0,Hamzah,2026-09-04,Talim-linked contact-device and beneficiary role,identified,hybrid,yes,yes,paper functional override: victim-facing conduct; paper functional override: financial conduct,sim_or_device_user,bank_account_controller,"Alleged use of an IMEI-linked mobile number to contact victims and association with a number used to open an account receiving INR 200,000.",yes,multiple_independent_sources,cdr_or_telecom_record,moderate,The bail-stage material connects device/communication/account layers but does not resolve every persona or establish final guilt.,,SRC-SEIAI-0035-01,Victim-contact evidence is stronger here than mere account ownership.
